label,content,content_de
joy,"The emperor was so delighted that he declared the nightingale should have his gold slipper to wear round her neck, but she declined the honor with thanks: she had been sufficiently rewarded already.","Der Kaiser war so entzückt, dass er erklärte, die Nachtigall solle seinen goldenen Pantoffel um den Hals tragen, aber sie lehnte die Ehre dankend ab: Sie sei bereits ausreichend belohnt worden."
joy,"So a year passed, and the emperor, the court, and all the other Chinese knew every little turn in the artificial bird's song; and for that same reason it pleased them better.","So verging ein Jahr, und der Kaiser, der Hof und alle anderen Chinesen kannten jede kleine Wendung im Gesang des künstlichen Vogels; und aus demselben Grund gefiel es ihnen besser."
sadness,"Now there was great sorrow, as the bird could only be allowed to play once a year; and even that was dangerous for the works inside it.","Nun herrschte große Trauer, da der Vogel nur einmal im Jahr spielen durfte; und selbst das war gefährlich für die darin befindlichen Werke."
sadness,"Cold and pale lay the emperor in his royal bed; the whole court thought he was dead, and every one ran away to pay homage to his successor.","Kalt und blass lag der Kaiser in seinem königlichen Bett; der ganze Hof hielt ihn für tot, und jeder lief davon, um seinem Nachfolger zu huldigen."
joy,These are the jewels that rejoice a singer's heart.,"Dies sind die Juwelen, die das Herz eines Sängers erfreuen."
joy,"I will sit on a bough outside your window, in the evening, and sing to you, so that you may be happy, and have thoughts full of joy.","Ich werde am Abend vor deinem Fenster auf einem Ast sitzen und dir etwas vorsingen, damit du fröhlich bist und freudige Gedanken hast."
surprise,"The servants now came in to look after the dead emperor; when, lo! there he stood, and, to their astonishment, said, ""Good morning.""","Nun kamen die Diener herein, um sich um den toten Kaiser zu kümmern; wann, siehe! da stand er und sagte zu ihrem Erstaunen: ""Guten Morgen."""
joy,"She said this merrily, for she was the best of the hens, and, moreover, as had been said, very respectable.","Sie sagte das fröhlich, denn sie war die beste der Hühner und außerdem, wie gesagt, sehr anständig."
joy,"""'Could I but have my love, Who then so happy as Glove!","„‚Könnte ich nur meine Liebe haben, die dann so glücklich wie Handschuh ist!"
sadness,"And so it was with Anthony; often the scalding tears, like pearly drops, would fall from his eyes to the coverlet and roll on the floor with a sound as if one of his heartstrings had broken.","Und so war es auch bei Anthony; oft fielen die brennenden Tränen wie perlende Tropfen aus seinen Augen auf die Bettdecke und rollten mit einem Geräusch auf den Boden, als wäre eine seiner Herzfasern gebrochen."
sadness,"If he dried his eyes with his nightcap, then the tear and the picture would be crushed; but the source of the tears remained and welled up again in his heart.","Wenn er sich mit der Nachtmütze die Augen trocknete, dann würden die Träne und das Bild zertreten; aber die Quelle der Tränen blieb und quoll wieder in seinem Herzen auf."
joy,"Then they got a flower-pot, filled it with earth, and were soon both very busy and eager about it.","Dann bekamen sie einen Blumentopf, füllten ihn mit Erde und waren bald sehr beschäftigt und eifrig dabei."
sadness,"And Molly and Anthony both wept, but these tears all flowed together into one tear which had the rosy shimmer of joy.","Und Molly und Anthony weinten beide, aber diese Tränen flossen alle zusammen zu einer Träne, die den rosigen Schimmer der Freude hatte."
joy,One stanza pleased him exceedingly-,Eine Strophe gefiel ihm außerordentlich –
sadness,"Sorrow and suffering deprived Anthony's father of his strength, so that he had something else to think of besides nursing his love-sorrows and his anger against Molly.","Kummer und Leiden raubten Anthonys Vater seine Kraft, sodass er an etwas anderes denken musste, als seinen Liebeskummer und seine Wut auf Molly zu stillen."
sadness,How much came back to his remembrance as he looked through the tears once more on his native town!,"Wie viel fiel ihm wieder ein, als er unter Tränen noch einmal auf seine Heimatstadt blickte!"
sadness,"There lay the old bachelor, forsaken by all, and unable to help himself.","Da lag der alte Junggeselle, von allen verlassen und unfähig, sich zu helfen."
joy,"The fragrant leaves of the tree fell upon him and cooled his burning brow; upon his parched lips they seemed like refreshing bread and wine; and as they rested on his breast, a peaceful calm stole over him, and he felt inclined to sleep.","Die duftenden Blätter des Baumes fielen auf ihn und kühlten seine brennende Stirn; auf seinen ausgedörrten Lippen erschienen sie wie erfrischendes Brot und Wein; und als sie auf seiner Brust ruhten, überkam ihn eine friedliche Ruhe, und er fühlte sich geneigt, einzuschlafen."
joy,"In that solemn hour the sweet and joyous chiming filled the hearts of those in the humble dwelling with thankfulness and trust; and when, amidst these joyous sounds, a little son was born to them, the words of prayer and praise arose from their overflowing hearts, and their happiness seemed to ring out over town and country in the liquid tones of the church bells' chime.","In dieser feierlichen Stunde erfüllte das süße und fröhliche Glockenspiel die Herzen derer in der bescheidenen Behausung mit Dankbarkeit und Vertrauen; und als ihnen inmitten dieser freudigen Töne ein kleiner Sohn geboren wurde, stiegen die Worte des Gebets und Lobes aus ihren überfließenden Herzen, und ihr Glück schien in den flüssigen Tönen der Kirchenglocken über Stadt und Land zu erklingen."
joy,"Its parents kissed it lovingly, and the father wrote these words in the Bible, ""On the tenth of November, 1759, God sent us a son.""","Seine Eltern küssten es liebevoll, und der Vater schrieb diese Worte in die Bibel: „Am 10. November 1759 sandte Gott uns einen Sohn.“"
sadness,"He and his sister, two years older than himself, had often wept scalding tears over the story of Him who suffered death on the cross for us all.","Er und seine Schwester, zwei Jahre älter als er, hatten oft heiße Tränen über die Geschichte von Ihm geweint, der für uns alle den Tod am Kreuz erlitt."
joy,"His mother also told him how the chiming of that old bell had once filled her heart with joy and confidence, and that in the midst of the sweet tones her child had been given to her.","Seine Mutter erzählte ihm auch, wie das Läuten dieser alten Glocke einst ihr Herz mit Freude und Zuversicht erfüllt hatte und dass ihr Kind inmitten der süßen Töne ihr geschenkt worden war."
sadness,"A record of this bright display will live in the memory of man, for through it the pupil in the military school was in tears and sorrow.","Eine Aufzeichnung dieser strahlenden Darstellung wird in der Erinnerung der Menschheit leben, denn dadurch war der Schüler der Militärschule in Tränen und Kummer."
sadness,"Dark days and cold nights also passed over the old bell, and it noticed them not; but the bell in the man's heart felt it to be a gloomy time.","Dunkle Tage und kalte Nächte gingen auch über die alte Glocke, und sie bemerkte sie nicht; aber die Glocke im Herzen des Mannes fühlte, dass es eine düstere Zeit war."
sadness,"The corpse lay in a bedroom, near to the one in which we sat, and the old man was in great distress and weeping like a child.","Die Leiche lag in einem Schlafzimmer, in der Nähe von dem, in dem wir saßen, und der alte Mann war in großer Not und weinte wie ein Kind."
sadness,"He spoke to my father, and to a few neighbors who were there, of how lonely he should feel now she was gone, and how good and true she, his dead wife, had been during the number of years that they had passed through life together, and how they had become acquainted, and learnt to love each other.","Er sprach mit meinem Vater und ein paar Nachbarn, die dort waren, wie einsam er sich fühlen sollte, jetzt wo sie fort war, und wie gut und treu sie, seine tote Frau, in all den Jahren gewesen war, die sie durchs Leben gegangen waren zusammen, und wie sie sich kennen und lieben lernten."
joy,"And then he talked of his wedding-day; and his eyes brightened, and he seemed to be carried back, by his words, to that joyful time.","Und dann sprach er von seinem Hochzeitstag; und seine Augen leuchteten auf, und er schien durch seine Worte in diese freudige Zeit zurückgetragen zu werden."
joy,"And the old attendant nodded and looked very pleased, and then he carried the tin soldier into the house.","Und der alte Diener nickte und sah sehr zufrieden aus, und dann trug er den Zinnsoldaten ins Haus."
joy,"""Oh,"" replied the old man, ""I have pleasant thoughts of all that has passed, recalled by memory; and now you are come to visit me, and that is very pleasant.""","„Ach,“ erwiderte der Alte, „ich habe schöne Gedanken an alles Vergangene, erinnert mich an alles, und jetzt kommst du mich besuchen, und das ist sehr angenehm.“"
sadness,"""I cannot endure it,"" said the tin soldier, who stood on a shelf, ""it is so lonely and dull here.","„Ich kann es nicht ertragen“, sagte der Zinnsoldat, der auf einem Regal stand, „es ist so einsam und langweilig hier."
joy,"Then the old man came back with a pleasant face; and brought with him beautiful preserved fruits, as well as apples and nuts; and the little boy thought no more of the tin soldier.",Dann kam der Alte mit freundlichem Gesicht zurück; und brachte schöne eingelegte Früchte sowie Äpfel und Nüsse mit; und der kleine Junge dachte nicht mehr an den Zinnsoldaten.
joy,"How happy and delighted the little boy was; and after he returned home, and while days and weeks passed, a great deal of nodding took place from one house to the other, and then the little boy went to pay another visit.","Wie glücklich und entzückt der kleine Junge war; und nachdem er nach Hause zurückgekehrt war und Tage und Wochen vergingen, wurde viel von einem Haus zum anderen genickt, und dann ging der kleine Junge, um einen weiteren Besuch abzustatten."
sadness,"""I cannot bear it any longer,"" said the tin soldier; ""I have wept tears of tin, it is so melancholy here.","""Ich kann es nicht länger ertragen"", sagte der Zinnsoldat; „Ich habe Blechtränen geweint, so melancholisch ist es hier."
joy,"Then he looked at the picture he had bought at the broker's, and his eyes sparkled brightly as he nodded at it, and said, ""Ah, she could sing that tune.""","Dann betrachtete er das Bild, das er beim Makler gekauft hatte, und seine Augen funkelten hell, als er darauf nickte, und sagte: ""Ah, sie könnte diese Melodie singen."""
